School,Year,Phase,Vacancy,Applied,Taken,Balloting,Application Rate
Si Ling Primary School,2010,2C(S),146,23,23,,0.15753424657534246
Singapore Chinese Girls' Primary School,2010,2C(S),0,0,0,,
South View Primary School,2010,2C(S),0,0,0,,
St. Andrew's Junior School,2010,2C(S),0,0,0,,
St. Anthony's Canossian Primary School,2010,2C(S),26,30,26,,1.1538461538461537
St. Anthony's Primary School,2010,2C(S),0,0,0,,
St. Gabriel's Primary School,2010,2C(S),0,0,0,,
St. Hilda's Primary School,2010,2C(S),0,0,0,,
St. Joseph's Institution Junior,2010,2C(S),0,0,0,,
St. Margaret's Primary School,2010,2C(S),0,0,0,,
St. Stephen's School,2010,2C(S),0,0,0,,
Stamford Primary School,2010,2C(S),77,22,22,,0.2857142857142857
Tampines North Primary School,2010,2C(S),51,42,42,,0.8235294117647058
Tampines Primary School,2010,2C(S),39,46,39,,1.1794871794871795
Tanjong Katong Primary School,2010,2C(S),16,31,16,,1.9375
Tao Nan School,2010,2C(S),0,0,0,,
Teck Ghee Primary School,2010,2C(S),34,27,27,,0.7941176470588235
Teck Whye Primary School,2010,2C(S),146,25,25,,0.17123287671232876
Telok Kurau Primary School,2010,2C(S),0,0,0,,
Temasek Primary School,2010,2C(S),0,0,0,,
Townsville Primary School,2010,2C(S),54,54,54,,1.0
Unity Primary School,2010,2C(S),0,0,0,,
Wellington Primary School,2010,2C(S),73,45,45,,0.6164383561643836
West Grove Primary School,2010,2C(S),0,0,0,,
West View Primary School,2010,2C(S),149,23,23,,0.15436241610738255
White Sands Primary School,2010,2C(S),0,0,0,,
Woodgrove Primary School,2010,2C(S),2,4,2,,2.0
Woodlands Primary School,2010,2C(S),52,74,52,,1.4230769230769231
Woodlands Ring Primary School,2010,2C(S),0,0,0,,
Xinghua Primary School,2010,2C(S),95,16,16,,0.16842105263157894
Xingnan Primary School,2010,2C(S),8,20,8,,2.5
Xinmin Primary School,2010,2C(S),0,0,0,,
Xishan Primary School,2010,2C(S),71,11,11,,0.15492957746478872
Yangzheng Primary School,2010,2C(S),6,10,6,,1.6666666666666667
Yew Tee Primary School,2010,2C(S),0,0,0,,
Yio Chu Kang Primary School,2010,2C(S),82,61,61,,0.7439024390243902
Yishun Primary School,2010,2C(S),51,27,27,,0.5294117647058824
Yu Neng Primary School,2010,2C(S),0,0,0,,
Yuhua Primary School,2010,2C(S),107,51,51,,0.4766355140186916
Yumin Primary School,2010,2C(S),46,33,33,,0.717391304347826
Zhangde Primary School,2010,2C(S),0,0,0,,
Zhenghua Primary School,2010,2C(S),53,55,53,,1.0377358490566038
Zhonghua Primary School,2010,2C(S),122,24,24,,0.19672131147540983
Admiralty Primary School,2011,2C(S),0,0,0,,
Ahmad Ibrahim Primary School,2011,2C(S),53,32,32,,0.6037735849056604
Ai Tong School,2011,2C(S),0,0,0,,
Anchor Green Primary School,2011,2C(S),40,68,40,,1.7
Anderson Primary School,2011,2C(S),0,0,0,,
Ang Mo Kio Primary School,2011,2C(S),34,24,34,,0.7058823529411765
Anglo-Chinese School (Junior),2011,2C(S),0,0,0,,
Anglo-Chinese School (Primary),2011,2C(S),0,0,0,,
Angsana Primary School,2011,2C(S),115,9,84,,0.0782608695652174
Beacon Primary School,2011,2C(S),0,0,0,,
Bedok Green Primary School,2011,2C(S),28,43,28,,1.5357142857142858
Bendemeer Primary School,2011,2C(S),51,37,41,,0.7254901960784313
Blangah Rise Primary School,2011,2C(S),131,9,111,,0.06870229007633588
Boon Lay Garden Primary School,2011,2C(S),116,68,78,,0.5862068965517241
Bukit Panjang Primary School,2011,2C(S),0,0,0,,
Bukit Timah Primary School,2011,2C(S),85,81,85,,0.9529411764705882
Bukit View Primary School,2011,2C(S),47,62,47,,1.3191489361702127
Canberra Primary School,2011,2C(S),0,0,0,,
Canossa Catholic Primary School,2011,2C(S),55,27,35,,0.4909090909090909
Cantonment Primary School,2011,2C(S),93,36,47,,0.3870967741935484
Casuarina Primary School,2011,2C(S),41,39,41,,0.9512195121951219
Catholic High School (Primary),2011,2C(S),0,0,0,,
Cedar Primary School,2011,2C(S),7,12,7,,1.7142857142857142
Changkat Primary School,2011,2C(S),31,15,17,,0.4838709677419355
CHIJ (Katong) Primary,2011,2C(S),0,0,0,,
CHIJ (Kellock),2011,2C(S),0,0,0,,
CHIJ Our Lady of Good Counsel,2011,2C(S),0,0,0,,
CHIJ Our Lady of the Nativity,2011,2C(S),0,0,0,,
CHIJ Our Lady Queen of Peace,2011,2C(S),0,0,0,,
CHIJ Primary (Toa Payoh),2011,2C(S),0,0,0,,
CHIJ St. Nicholas Girls' School,2011,2C(S),0,0,0,,
Chongfu School,2011,2C(S),0,0,0,,
Chongzheng Primary School,2011,2C(S),0,0,0,,
Chua Chu Kang Primary School,2011,2C(S),0,0,0,,
Clementi Primary School,2011,2C(S),0,0,0,,
Compassvale Primary School,2011,2C(S),0,0,0,,
Concord Primary School,2011,2C(S),28,44,28,,1.5714285714285714
Corporation Primary School,2011,2C(S),67,56,67,,0.835820895522388
Damai Primary School,2011,2C(S),129,18,100,,0.13953488372093023
Dazhong Primary School,2011,2C(S),99,21,64,,0.21212121212121213
De La Salle School,2011,2C(S),0,0,0,,
East Spring Primary School,2011,2C(S),0,0,0,,
Edgefield Primary School,2011,2C(S),0,0,0,,
Elias Park Primary School,2011,2C(S),0,0,0,,
Endeavour Primary School,2011,2C(S),0,0,0,,
Eunos Primary School,2011,2C(S),121,13,77,,0.10743801652892562
Evergreen Primary School,2011,2C(S),0,0,0,,
Fairfield Methodist School (Primary),2011,2C(S),0,0,0,,
Farrer Park Primary School,2011,2C(S),138,20,111,,0.14492753623188406
Fengshan Primary School,2011,2C(S),0,0,0,,
Fernvale Primary School,2011,2C(S),33,35,33,,1.0606060606060606
First Toa Payoh Primary School,2011,2C(S),152,28,114,,0.18421052631578946
Frontier Primary School,2011,2C(S),0,0,0,,
Fuchun Primary School,2011,2C(S),0,0,0,,
Fuhua Primary School,2011,2C(S),87,41,45,,0.47126436781609193
Gan Eng Seng Primary School,2011,2C(S),40,48,40,,1.2
Geylang Methodist School (Primary),2011,2C(S),0,0,0,,
Gongshang Primary School,2011,2C(S),0,0,0,,
Greendale Primary School,2011,2C(S),104,39,50,,0.375
Greenridge Primary School,2011,2C(S),0,0,0,,
Greenwood Primary School,2011,2C(S),0,0,0,,
Guangyang Primary School,2011,2C(S),136,58,90,,0.4264705882352941
Haig Girls' School,2011,2C(S),18,23,18,,1.2777777777777777
Henry Park Primary School,2011,2C(S),0,0,0,,
Holy Innocents' Primary School,2011,2C(S),0,0,0,,
Hong Wen School,2011,2C(S),0,0,0,,
Horizon Primary School,2011,2C(S),82,85,82,,1.0365853658536586
Hougang Primary School,2011,2C(S),0,0,0,,
Huamin Primary School,2011,2C(S),78,27,35,,0.34615384615384615
Innova Primary School,2011,2C(S),0,0,0,,
Jiemin Primary School,2011,2C(S),0,0,0,,
Jing Shan Primary School,2011,2C(S),29,10,13,,0.3448275862068966
Junyuan Primary School,2011,2C(S),59,61,59,,1.0338983050847457
Jurong Primary School,2011,2C(S),0,0,0,,
Jurong West Primary School,2011,2C(S),13,45,13,,3.4615384615384617
Juying Primary School,2011,2C(S),139,8,100,,0.05755395683453238
Keming Primary School,2011,2C(S),0,0,0,,
Kheng Cheng School,2011,2C(S),0,0,0,,
Kong Hwa School,2011,2C(S),0,0,0,,
Kranji Primary School,2011,2C(S),116,57,67,,0.49137931034482757
Kuo Chuan Presbyterian Primary School,2011,2C(S),0,0,0,,
Lakeside Primary School,2011,2C(S),28,36,28,,1.2857142857142858
Lianhua Primary School,2011,2C(S),86,25,34,,0.29069767441860467
Maha Bodhi School,2011,2C(S),0,0,0,,
Maris Stella High School,2011,2C(S),0,0,0,,
Marsiling Primary School,2011,2C(S),105,18,25,,0.17142857142857143
Marymount Convent School,2011,2C(S),53,83,53,,1.5660377358490567
Mayflower Primary School,2011,2C(S),90,89,90,,0.9888888888888889
Mee Toh School,2011,2C(S),0,0,0,,
Meridian Primary School,2011,2C(S),86,7,54,,0.08139534883720931
Methodist Girls' School (Primary),2011,2C(S),0,0,0,,
Montfort Junior School,2011,2C(S),115,50,55,,0.43478260869565216
Nan Chiau Primary School,2011,2C(S),0,0,0,,
Nan Hua Primary School,2011,2C(S),0,0,0,,
Nanyang Primary School,2011,2C(S),0,0,0,,
Naval Base Primary School,2011,2C(S),110,34,66,,0.3090909090909091
New Town Primary School,2011,2C(S),62,37,39,,0.5967741935483871
Ngee Ann Primary School,2011,2C(S),0,0,0,,
North Spring Primary School,2011,2C(S),139,52,91,,0.37410071942446044
North View Primary School,2011,2C(S),51,17,20,,0.3333333333333333
North Vista Primary School,2011,2C(S),9,16,9,,1.7777777777777777
Northland Primary School,2011,2C(S),0,0,0,,
Opera Estate Primary School,2011,2C(S),107,71,99,,0.6635514018691588
Park View Primary School,2011,2C(S),62,7,31,,0.11290322580645161
Pasir Ris Primary School,2011,2C(S),0,0,0,,
Paya Lebar Methodist Girls' School (Primary),2011,2C(S),0,0,0,,
Pei Chun Public School,2011,2C(S),0,0,0,,
Pei Hwa Presbyterian Primary School,2011,2C(S),0,0,0,,
Pei Tong Primary School,2011,2C(S),92,53,57,,0.5760869565217391
Peiying Primary School,2011,2C(S),44,40,44,,0.9090909090909091
Pioneer Primary School,2011,2C(S),84,54,73,,0.6428571428571429
Poi Ching School,2011,2C(S),0,0,0,,
Princess Elizabeth Primary School,2011,2C(S),0,0,0,,
Punggol Primary School,2011,2C(S),20,41,20,,2.05
Qifa Primary School,2011,2C(S),15,18,15,,1.2
Qihua Primary School,2011,2C(S),65,87,65,,1.3384615384615384
Queenstown Primary School,2011,2C(S),65,13,16,,0.2
Radin Mas Primary School,2011,2C(S),0,0,0,,
Raffles Girls' Primary School,2011,2C(S),0,0,0,,
Red Swastika School,2011,2C(S),0,0,0,,
River Valley Primary School,2011,2C(S),0,0,0,,
Rivervale Primary School,2011,2C(S),0,0,0,,
Rosyth School,2011,2C(S),0,0,0,,
Rulang Primary School,2011,2C(S),0,0,0,,
Sembawang Primary School,2011,2C(S),179,75,125,,0.41899441340782123
Seng Kang Primary School,2011,2C(S),119,42,74,,0.35294117647058826
Shuqun Primary School,2011,2C(S),0,0,0,,
Si Ling Primary School,2011,2C(S),111,29,53,,0.26126126126126126
Singapore Chinese Girls' Primary School,2011,2C(S),0,0,0,,
South View Primary School,2011,2C(S),0,0,0,,
St. Andrew's Junior School,2011,2C(S),0,0,0,,
St. Anthony's Canossian Primary School,2011,2C(S),39,53,39,,1.358974358974359
St. Anthony's Primary School,2011,2C(S),0,0,0,,
St. Gabriel's Primary School,2011,2C(S),0,0,0,,
St. Hilda's Primary School,2011,2C(S),0,0,0,,
St. Joseph's Institution Junior,2011,2C(S),0,0,0,,
St. Margaret's Primary School,2011,2C(S),0,0,0,,
St. Stephen's School,2011,2C(S),0,0,0,,
Stamford Primary School,2011,2C(S),111,26,58,,0.23423423423423423
Tampines North Primary School,2011,2C(S),65,41,41,,0.6307692307692307
Tampines Primary School,2011,2C(S),0,0,0,,
Tanjong Katong Primary School,2011,2C(S),7,12,7,,1.7142857142857142
Tao Nan School,2011,2C(S),0,0,0,,
Teck Ghee Primary School,2011,2C(S),13,20,13,,1.5384615384615385
Teck Whye Primary School,2011,2C(S),165,42,123,,0.2545454545454545
Telok Kurau Primary School,2011,2C(S),8,9,8,,1.125
Temasek Primary School,2011,2C(S),0,0,0,,
Townsville Primary School,2011,2C(S),77,45,52,,0.5844155844155844
Unity Primary School,2011,2C(S),0,0,0,,
Wellington Primary School,2011,2C(S),104,108,104,,1.0384615384615385
West Grove Primary School,2011,2C(S),0,0,0,,
West View Primary School,2011,2C(S),123,43,83,,0.34959349593495936
White Sands Primary School,2011,2C(S),0,0,0,,
Woodgrove Primary School,2011,2C(S),2,4,2,,2.0
Woodlands Primary School,2011,2C(S),23,28,23,,1.2173913043478262
Woodlands Ring Primary School,2011,2C(S),33,44,33,,1.3333333333333333
Xinghua Primary School,2011,2C(S),124,21,63,,0.1693548387096774
Xingnan Primary School,2011,2C(S),24,26,24,,1.0833333333333333
Xinmin Primary School,2011,2C(S),0,0,0,,
Xishan Primary School,2011,2C(S),63,13,20,,0.20634920634920634
Yangzheng Primary School,2011,2C(S),0,0,0,,
Yew Tee Primary School,2011,2C(S),0,0,0,,
Yio Chu Kang Primary School,2011,2C(S),93,66,84,,0.7096774193548387
Yishun Primary School,2011,2C(S),62,35,35,,0.5645161290322581
Yu Neng Primary School,2011,2C(S),0,0,0,,
Yuhua Primary School,2011,2C(S),121,36,74,,0.2975206611570248
Yumin Primary School,2011,2C(S),50,45,50,,0.9
Zhangde Primary School,2011,2C(S),0,0,0,,
Zhenghua Primary School,2011,2C(S),46,87,46,,1.891304347826087
Zhonghua Primary School,2011,2C(S),122,36,68,,0.29508196721311475
Admiralty Primary School,2012,2C(S),0,0,0,,
Ahmad Ibrahim Primary School,2012,2C(S),34,11,11,,0.3235294117647059
Ai Tong School,2012,2C(S),0,0,0,,
Anchor Green Primary School,2012,2C(S),0,0,0,,
Anderson Primary School,2012,2C(S),0,0,0,,
Ang Mo Kio Primary School,2012,2C(S),54,26,30,,0.48148148148148145
Anglo-Chinese School (Junior),2012,2C(S),0,0,0,,
Anglo-Chinese School (Primary),2012,2C(S),0,0,0,,
Angsana Primary School,2012,2C(S),111,2,81,,0.018018018018018018
Beacon Primary School,2012,2C(S),0,0,0,,
Bedok Green Primary School,2012,2C(S),39,49,39,,1.2564102564102564
Bendemeer Primary School,2012,2C(S),28,24,28,,0.8571428571428571
Blangah Rise Primary School,2012,2C(S),180,39,134,,0.21666666666666667
Boon Lay Garden Primary School,2012,2C(S),73,62,73,,0.8493150684931506
Bukit Panjang Primary School,2012,2C(S),0,0,0,,
Bukit Timah Primary School,2012,2C(S),75,42,63,,0.56
Bukit View Primary School,2012,2C(S),40,41,40,,1.025
Canberra Primary School,2012,2C(S),0,0,0,,
Canossa Catholic Primary School,2012,2C(S),39,45,39,,1.1538461538461537
Cantonment Primary School,2012,2C(S),31,38,31,,1.2258064516129032
Casuarina Primary School,2012,2C(S),14,4,4,,0.2857142857142857
Catholic High School (Primary),2012,2C(S),0,0,0,,
Cedar Primary School,2012,2C(S),4,5,4,,1.25
Changkat Primary School,2012,2C(S),0,0,0,,
CHIJ (Katong) Primary,2012,2C(S),0,0,0,,
CHIJ (Kellock),2012,2C(S),0,0,0,,
CHIJ Our Lady of Good Counsel,2012,2C(S),0,0,0,,
CHIJ Our Lady of the Nativity,2012,2C(S),0,0,0,,
CHIJ Our Lady Queen of Peace,2012,2C(S),20,27,20,,1.35
CHIJ Primary (Toa Payoh),2012,2C(S),0,0,0,,
CHIJ St. Nicholas Girls' School,2012,2C(S),0,0,0,,
Chongfu School,2012,2C(S),0,0,0,,
Chongzheng Primary School,2012,2C(S),0,0,0,,
Chua Chu Kang Primary School,2012,2C(S),0,0,0,,
Clementi Primary School,2012,2C(S),3,4,3,,1.3333333333333333
Compassvale Primary School,2012,2C(S),0,0,0,,
Concord Primary School,2012,2C(S),21,23,21,,1.0952380952380953
Corporation Primary School,2012,2C(S),52,47,52,,0.9038461538461539
Damai Primary School,2012,2C(S),98,6,72,,0.061224489795918366
Dazhong Primary School,2012,2C(S),55,10,10,,0.18181818181818182
De La Salle School,2012,2C(S),0,0,0,,
East Spring Primary School,2012,2C(S),0,0,0,,
Edgefield Primary School,2012,2C(S),0,0,0,,
Elias Park Primary School,2012,2C(S),25,2,2,,0.08
Endeavour Primary School,2012,2C(S),0,0,0,,
Eunos Primary School,2012,2C(S),81,21,35,,0.25925925925925924
Evergreen Primary School,2012,2C(S),0,0,0,,
Fairfield Methodist School (Primary),2012,2C(S),0,0,0,,
Farrer Park Primary School,2012,2C(S),135,15,108,,0.1111111111111111
Fengshan Primary School,2012,2C(S),0,0,0,,
Fernvale Primary School,2012,2C(S),49,18,28,,0.3673469387755102
First Toa Payoh Primary School,2012,2C(S),114,23,63,,0.20175438596491227
Frontier Primary School,2012,2C(S),0,0,0,,
Fuchun Primary School,2012,2C(S),0,0,0,,
Fuhua Primary School,2012,2C(S),50,43,50,,0.86
Gan Eng Seng Primary School,2012,2C(S),0,0,0,,
Geylang Methodist School (Primary),2012,2C(S),0,0,0,,
Gongshang Primary School,2012,2C(S),0,0,0,,
Greendale Primary School,2012,2C(S),68,39,40,,0.5735294117647058
Greenridge Primary School,2012,2C(S),0,0,0,,
Greenwood Primary School,2012,2C(S),13,13,13,,1.0
Guangyang Primary School,2012,2C(S),97,49,60,,0.5051546391752577
Haig Girls' School,2012,2C(S),0,0,0,,
Henry Park Primary School,2012,2C(S),0,0,0,,
Holy Innocents' Primary School,2012,2C(S),0,0,0,,
Hong Wen School,2012,2C(S),0,0,0,,
Horizon Primary School,2012,2C(S),0,0,0,,
Hougang Primary School,2012,2C(S),0,0,0,,
Huamin Primary School,2012,2C(S),78,9,31,,0.11538461538461539
Innova Primary School,2012,2C(S),0,0,0,,
Jiemin Primary School,2012,2C(S),0,0,0,,
Jing Shan Primary School,2012,2C(S),39,7,8,,0.1794871794871795
Junyuan Primary School,2012,2C(S),36,28,36,,0.7777777777777778
Jurong Primary School,2012,2C(S),0,0,0,,
Jurong West Primary School,2012,2C(S),0,0,0,,
Juying Primary School,2012,2C(S),159,20,113,,0.12578616352201258
Keming Primary School,2012,2C(S),0,0,0,,
Kheng Cheng School,2012,2C(S),0,0,0,,
Kong Hwa School,2012,2C(S),0,0,0,,
Kranji Primary School,2012,2C(S),123,46,51,,0.37398373983739835
Kuo Chuan Presbyterian Primary School,2012,2C(S),0,0,0,,
Lakeside Primary School,2012,2C(S),0,0,0,,
Lianhua Primary School,2012,2C(S),101,7,50,,0.06930693069306931
Maha Bodhi School,2012,2C(S),0,0,0,,
Maris Stella High School,2012,2C(S),0,0,0,,
Marsiling Primary School,2012,2C(S),73,12,23,,0.1643835616438356
Marymount Convent School,2012,2C(S),24,44,24,,1.8333333333333333
Mayflower Primary School,2012,2C(S),35,43,35,,1.2285714285714286
Mee Toh School,2012,2C(S),0,0,0,,
Meridian Primary School,2012,2C(S),70,2,22,,0.02857142857142857
Methodist Girls' School (Primary),2012,2C(S),0,0,0,,
Montfort Junior School,2012,2C(S),99,17,44,,0.1717171717171717
Nan Chiau Primary School,2012,2C(S),0,0,0,,
Nan Hua Primary School,2012,2C(S),0,0,0,,
Nanyang Primary School,2012,2C(S),0,0,0,,
Naval Base Primary School,2012,2C(S),72,12,20,,0.16666666666666666
New Town Primary School,2012,2C(S),51,54,51,,1.0588235294117647
Ngee Ann Primary School,2012,2C(S),4,12,4,,3.0
North Spring Primary School,2012,2C(S),89,56,67,,0.6292134831460674
North View Primary School,2012,2C(S),34,20,21,,0.5882352941176471
North Vista Primary School,2012,2C(S),0,0,0,,
Northland Primary School,2012,2C(S),0,0,0,,
Opera Estate Primary School,2012,2C(S),82,64,74,,0.7804878048780488
Palm View Primary School,2012,2C(S),136,75,76,,0.5514705882352942
Park View Primary School,2012,2C(S),69,3,21,,0.043478260869565216
Pasir Ris Primary School,2012,2C(S),0,0,0,,
Paya Lebar Methodist Girls' School (Primary),2012,2C(S),0,0,0,,
Pei Chun Public School,2012,2C(S),0,0,0,,
Pei Hwa Presbyterian Primary School,2012,2C(S),0,0,0,,
Pei Tong Primary School,2012,2C(S),45,55,45,,1.2222222222222223
Peiying Primary School,2012,2C(S),27,18,18,,0.6666666666666666
Pioneer Primary School,2012,2C(S),71,68,71,,0.9577464788732394
Poi Ching School,2012,2C(S),0,0,0,,
Princess Elizabeth Primary School,2012,2C(S),0,0,0,,
Punggol Green Primary School,2012,2C(S),172,10,152,,0.05813953488372093
Punggol Primary School,2012,2C(S),46,24,25,,0.5217391304347826
Punggol View Primary School,2012,2C(S),91,60,61,,0.6593406593406593
Qifa Primary School,2012,2C(S),0,0,0,,
Qihua Primary School,2012,2C(S),34,18,34,,0.5294117647058824
Queenstown Primary School,2012,2C(S),74,41,63,,0.5540540540540541
Radin Mas Primary School,2012,2C(S),0,0,0,,
Raffles Girls' Primary School,2012,2C(S),0,0,0,,
Red Swastika School,2012,2C(S),0,0,0,,
River Valley Primary School,2012,2C(S),0,0,0,,
Riverside Primary School,2012,2C(S),21,24,21,,1.1428571428571428
Rivervale Primary School,2012,2C(S),0,0,0,,
Rosyth School,2012,2C(S),0,0,0,,
Rulang Primary School,2012,2C(S),0,0,0,,
Sembawang Primary School,2012,2C(S),87,44,54,,0.5057471264367817
Seng Kang Primary School,2012,2C(S),61,38,39,,0.6229508196721312
Sengkang Green Primary School,2012,2C(S),102,15,50,,0.14705882352941177
Shuqun Primary School,2012,2C(S),0,0,0,,
Si Ling Primary School,2012,2C(S),102,33,47,,0.3235294117647059
Singapore Chinese Girls' Primary School,2012,2C(S),0,0,0,,
South View Primary School,2012,2C(S),0,0,0,,
Springdale Primary School,2012,2C(S),155,116,121,,0.7483870967741936
St. Andrew's Junior School,2012,2C(S),0,0,0,,
St. Anthony's Canossian Primary School,2012,2C(S),0,0,0,,
St. Anthony's Primary School,2012,2C(S),0,0,0,,
St. Gabriel's Primary School,2012,2C(S),18,22,18,,1.2222222222222223
St. Hilda's Primary School,2012,2C(S),0,0,0,,
St. Joseph's Institution Junior,2012,2C(S),0,0,0,,
St. Margaret's Primary School,2012,2C(S),0,0,0,,
St. Stephen's School,2012,2C(S),0,0,0,,
Stamford Primary School,2012,2C(S),72,17,34,,0.2361111111111111
Tampines North Primary School,2012,2C(S),55,14,16,,0.2545454545454545
Tampines Primary School,2012,2C(S),3,6,3,,2.0
Tanjong Katong Primary School,2012,2C(S),0,0,0,,
Tao Nan School,2012,2C(S),0,0,0,,
Teck Ghee Primary School,2012,2C(S),0,0,0,,
Teck Whye Primary School,2012,2C(S),142,43,79,,0.3028169014084507
Telok Kurau Primary School,2012,2C(S),0,0,0,,
Temasek Primary School,2012,2C(S),0,0,0,,
Townsville Primary School,2012,2C(S),68,34,36,,0.5
Unity Primary School,2012,2C(S),16,20,16,,1.25
Wellington Primary School,2012,2C(S),107,52,64,,0.48598130841121495
West Grove Primary School,2012,2C(S),0,0,0,,
